timestamp,room_name,temperature,humidity
2025-10-01 04:15:00,Dispatch_Bay,7.13,40.0
2025-10-01 04:15:00,Receiving_Zone,6.81,59.09
2025-10-01 04:15:00,Packaging_Section,18.69,51.89
2025-10-01 04:15:00,Maintenance_Room,20.74,52.41
2025-10-01 04:30:00,Frozen_Storage_A,-22.13,41.93
2025-10-01 04:30:00,Frozen_Storage_B,-21.78,61.93
2025-10-01 04:30:00,Chilled_Storage_A,1.35,68.99
2025-10-01 04:30:00,Chilled_Storage_B,3.76,42.56
2025-10-01 04:30:00,Dispatch_Bay,9.16,57.43
2025-10-01 04:30:00,Receiving_Zone,7.83,41.05
2025-10-01 04:30:00,Packaging_Section,21.85,65.79
2025-10-01 04:30:00,Maintenance_Room,23.21,68.45
2025-10-01 04:45:00,Frozen_Storage_A,-19.84,64.92
2025-10-01 04:45:00,Frozen_Storage_B,-20.01,77.12
2025-10-01 04:45:00,Chilled_Storage_A,1.16,75.79
2025-10-01 04:45:00,Chilled_Storage_B,3.12,52.85
2025-10-01 04:45:00,Dispatch_Bay,6.28,59.24
2025-10-01 04:45:00,Receiving_Zone,8.67,78.53
2025-10-01 04:45:00,Packaging_Section,21.85,70.97
2025-10-01 04:45:00,Maintenance_Room,19.07,71.16
2025-10-01 05:00:00,Frozen_Storage_A,-22.25,71.37
2025-10-01 05:00:00,Frozen_Storage_B,-18.66,75.34
2025-10-01 05:00:00,Chilled_Storage_A,1.03,54.3
2025-10-01 05:00:00,Chilled_Storage_B,0.42,42.14
2025-10-01 05:00:00,Dispatch_Bay,8.92,75.23
2025-10-01 05:00:00,Receiving_Zone,9.65,75.63
2025-10-01 05:00:00,Packaging_Section,22.45,77.94
2025-10-01 05:00:00,Maintenance_Room,19.63,64.7
2025-10-01 05:15:00,Frozen_Storage_A,-25.12,61.14
2025-10-01 05:15:00,Frozen_Storage_B,-21.18,67.79
2025-10-01 05:15:00,Chilled_Storage_A,1.2,75.75
2025-10-01 05:15:00,Chilled_Storage_B,3.7,64.27
2025-10-01 05:15:00,Dispatch_Bay,6.57,50.06
2025-10-01 05:15:00,Receiving_Zone,9.79,54.73
2025-10-01 05:15:00,Packaging_Section,19.13,68.07
2025-10-01 05:15:00,Maintenance_Room,21.76,73.58
2025-10-01 05:30:00,Frozen_Storage_A,-22.08,67.41
2025-10-01 05:30:00,Frozen_Storage_B,-21.61,74.46
2025-10-01 05:30:00,Chilled_Storage_A,1.18,68.5
2025-10-01 05:30:00,Chilled_Storage_B,0.2,77.11
2025-10-01 05:30:00,Dispatch_Bay,7.36,67.36
2025-10-01 05:30:00,Receiving_Zone,7.29,57.34
2025-10-01 05:30:00,Packaging_Section,17.42,72.35
2025-10-01 05:30:00,Maintenance_Room,20.61,55.98
2025-10-01 05:45:00,Frozen_Storage_A,-19.26,43.29
2025-10-01 05:45:00,Frozen_Storage_B,-23.12,51.43
2025-10-01 05:45:00,Chilled_Storage_A,4.23,47.51
2025-10-01 05:45:00,Chilled_Storage_B,2.42,58.83
2025-10-01 05:45:00,Dispatch_Bay,7.41,67.57
2025-10-01 05:45:00,Receiving_Zone,8.96,46.93
2025-10-01 05:45:00,Packaging_Section,20.41,71.04
2025-10-01 05:45:00,Maintenance_Room,21.31,42.26
2025-10-01 06:00:00,Frozen_Storage_A,-22.12,55.31
2025-10-01 06:00:00,Frozen_Storage_B,-22.86,40.94
2025-10-01 06:00:00,Chilled_Storage_A,3.11,71.39
2025-10-01 06:00:00,Chilled_Storage_B,1.58,74.52
2025-10-01 06:00:00,Dispatch_Bay,8.91,49.57
2025-10-01 06:00:00,Receiving_Zone,7.33,66.99
2025-10-01 06:00:00,Packaging_Section,17.92,77.83
2025-10-01 06:00:00,Maintenance_Room,17.43,75.49
2025-10-01 06:15:00,Frozen_Storage_A,-19.19,40.11
2025-10-01 06:15:00,Frozen_Storage_B,-21.84,59.47
2025-10-01 06:15:00,Chilled_Storage_A,3.49,70.11
2025-10-01 06:15:00,Chilled_Storage_B,2.05,69.44
2025-10-01 06:15:00,Dispatch_Bay,6.35,66.84
2025-10-01 06:15:00,Receiving_Zone,7.55,54.54
2025-10-01 06:15:00,Packaging_Section,20.0,54.2
2025-10-01 06:15:00,Maintenance_Room,21.72,68.87
2025-10-01 06:30:00,Frozen_Storage_A,-21.59,51.04
2025-10-01 06:30:00,Frozen_Storage_B,-19.16,69.96
2025-10-01 06:30:00,Chilled_Storage_A,4.98,65.27
2025-10-01 06:30:00,Chilled_Storage_B,1.24,51.09
2025-10-01 06:30:00,Dispatch_Bay,6.05,75.39
2025-10-01 06:30:00,Receiving_Zone,9.52,68.86
2025-10-01 06:30:00,Packaging_Section,18.14,41.98
2025-10-01 06:30:00,Maintenance_Room,19.88,59.39
2025-10-01 06:45:00,Frozen_Storage_A,-21.64,69.35
2025-10-01 06:45:00,Frozen_Storage_B,-22.78,76.31
2025-10-01 06:45:00,Chilled_Storage_A,3.67,52.91
2025-10-01 06:45:00,Chilled_Storage_B,4.5,69.24
2025-10-01 06:45:00,Dispatch_Bay,3.14,66.38
2025-10-01 06:45:00,Receiving_Zone,6.22,59.16
2025-10-01 06:45:00,Packaging_Section,17.04,74.04
2025-10-01 06:45:00,Maintenance_Room,20.87,46.3
2025-10-01 07:00:00,Frozen_Storage_A,-23.44,46.98
2025-10-01 07:00:00,Frozen_Storage_B,-22.42,67.52
2025-10-01 07:00:00,Chilled_Storage_A,2.07,55.39
2025-10-01 07:00:00,Chilled_Storage_B,0.91,52.12
2025-10-01 07:00:00,Dispatch_Bay,6.97,60.38
2025-10-01 07:00:00,Receiving_Zone,7.38,51.39
2025-10-01 07:00:00,Packaging_Section,20.28,42.6
2025-10-01 07:00:00,Maintenance_Room,20.66,69.77
2025-10-01 07:15:00,Frozen_Storage_A,-19.63,67.21
2025-10-01 07:15:00,Frozen_Storage_B,-22.73,76.09
2025-10-01 07:15:00,Chilled_Storage_A,0.26,53.62
2025-10-01 07:15:00,Chilled_Storage_B,4.54,54.3
2025-10-01 07:15:00,Dispatch_Bay,6.62,60.97
2025-10-01 07:15:00,Receiving_Zone,8.4,77.72
2025-10-01 07:15:00,Packaging_Section,20.34,44.71
2025-10-01 07:15:00,Maintenance_Room,18.73,76.14
2025-10-01 07:30:00,Frozen_Storage_A,-20.78,79.81
2025-10-01 07:30:00,Frozen_Storage_B,-20.44,46.72
2025-10-01 07:30:00,Chilled_Storage_A,3.54,70.95
2025-10-01 07:30:00,Chilled_Storage_B,1.8,45.78
2025-10-01 07:30:00,Dispatch_Bay,7.18,73.52
2025-10-01 07:30:00,Receiving_Zone,6.83,43.05
2025-10-01 07:30:00,Packaging_Section,19.36,47.04
2025-10-01 07:30:00,Maintenance_Room,20.54,67.16
2025-10-01 07:45:00,Frozen_Storage_A,-23.02,57.16
2025-10-01 07:45:00,Frozen_Storage_B,-19.75,66.02
2025-10-01 07:45:00,Chilled_Storage_A,0.52,58.86
2025-10-01 07:45:00,Chilled_Storage_B,1.5,50.1
2025-10-01 07:45:00,Dispatch_Bay,4.44,55.82
2025-10-01 07:45:00,Receiving_Zone,5.35,77.57
2025-10-01 07:45:00,Packaging_Section,19.61,74.91
2025-10-01 07:45:00,Maintenance_Room,22.03,42.52
2025-10-01 08:00:00,Frozen_Storage_A,-22.39,63.72
2025-10-01 08:00:00,Frozen_Storage_B,-23.35,69.14
2025-10-01 08:00:00,Chilled_Storage_A,3.46,53.64
2025-10-01 08:00:00,Chilled_Storage_B,3.18,60.74
2025-10-01 08:00:00,Dispatch_Bay,7.2,78.77
2025-10-01 08:00:00,Receiving_Zone,8.06,78.11
2025-10-01 08:00:00,Packaging_Section,19.93,65.83
2025-10-01 08:00:00,Maintenance_Room,16.38,56.95
2025-10-01 08:15:00,Frozen_Storage_A,-23.29,78.29
2025-10-01 08:15:00,Frozen_Storage_B,-22.45,65.39
2025-10-01 08:15:00,Chilled_Storage_A,2.76,74.07
2025-10-01 08:15:00,Chilled_Storage_B,2.31,63.42
2025-10-01 08:15:00,Dispatch_Bay,9.01,67.64
2025-10-01 08:15:00,Receiving_Zone,9.39,72.49
2025-10-01 08:15:00,Packaging_Section,21.91,54.61
2025-10-01 08:15:00,Maintenance_Room,19.11,43.9
2025-10-01 08:30:00,Frozen_Storage_A,-22.17,44.46
2025-10-01 08:30:00,Frozen_Storage_B,-20.57,65.23
2025-10-01 08:30:00,Chilled_Storage_A,5.35,71.31
2025-10-01 08:30:00,Chilled_Storage_B,2.3,67.21
2025-10-01 08:30:00,Dispatch_Bay,8.39,77.35
2025-10-01 08:30:00,Receiving_Zone,4.46,49.35
2025-10-01 08:30:00,Packaging_Section,18.71,52.16
2025-10-01 08:30:00,Maintenance_Room,20.72,54.81
2025-10-01 08:45:00,Frozen_Storage_A,-23.28,61.86
2025-10-01 08:45:00,Frozen_Storage_B,-17.85,43.88
2025-10-01 08:45:00,Chilled_Storage_A,2.86,64.05
2025-10-01 08:45:00,Chilled_Storage_B,0.68,46.14
2025-10-01 08:45:00,Dispatch_Bay,5.18,60.58
2025-10-01 08:45:00,Receiving_Zone,6.79,45.42
2025-10-01 08:45:00,Packaging_Section,22.11,68.53
2025-10-01 08:45:00,Maintenance_Room,20.68,46.39
2025-10-01 09:00:00,Frozen_Storage_A,-22.09,58.45
2025-10-01 09:00:00,Frozen_Storage_B,-21.74,49.43
2025-10-01 09:00:00,Chilled_Storage_A,3.36,43.99
2025-10-01 09:00:00,Chilled_Storage_B,1.2,55.11
2025-10-01 09:00:00,Dispatch_Bay,9.49,72.59
2025-10-01 09:00:00,Receiving_Zone,7.84,60.65
2025-10-01 09:00:00,Packaging_Section,20.61,68.73
2025-10-01 09:00:00,Maintenance_Room,20.6,72.58
2025-10-01 09:15:00,Frozen_Storage_A,-21.97,53.37
2025-10-01 09:15:00,Frozen_Storage_B,-22.51,58.88
2025-10-01 09:15:00,Chilled_Storage_A,4.09,48.51
2025-10-01 09:15:00,Chilled_Storage_B,2.63,49.57
2025-10-01 09:15:00,Dispatch_Bay,7.79,53.24
2025-10-01 09:15:00,Receiving_Zone,9.53,57.14
2025-10-01 09:15:00,Packaging_Section,20.06,63.05
2025-10-01 09:15:00,Maintenance_Room,19.22,65.68
2025-10-01 09:30:00,Frozen_Storage_A,-21.1,42.95
2025-10-01 09:30:00,Frozen_Storage_B,-22.56,59.09
2025-10-01 09:30:00,Chilled_Storage_A,2.47,50.85
2025-10-01 09:30:00,Chilled_Storage_B,2.34,73.83
2025-10-01 09:30:00,Dispatch_Bay,8.3,43.3
2025-10-01 09:30:00,Receiving_Zone,8.85,52.23
2025-10-01 09:30:00,Packaging_Section,24.27,53.33
2025-10-01 09:30:00,Maintenance_Room,19.58,42.43
2025-10-01 09:45:00,Frozen_Storage_A,-24.06,62.61
2025-10-01 09:45:00,Frozen_Storage_B,-21.74,42.66
2025-10-01 09:45:00,Chilled_Storage_A,3.0,74.06
2025-10-01 09:45:00,Chilled_Storage_B,3.47,58.36
2025-10-01 09:45:00,Dispatch_Bay,5.86,43.2
2025-10-01 09:45:00,Receiving_Zone,7.78,55.48
2025-10-01 09:45:00,Packaging_Section,21.04,74.19
2025-10-01 09:45:00,Maintenance_Room,21.79,58.81
2025-10-01 10:00:00,Frozen_Storage_A,-23.43,47.61
2025-10-01 10:00:00,Frozen_Storage_B,-21.04,64.43
2025-10-01 10:00:00,Chilled_Storage_A,3.73,61.5
2025-10-01 10:00:00,Chilled_Storage_B,2.51,40.2
2025-10-01 10:00:00,Dispatch_Bay,5.64,68.37
2025-10-01 10:00:00,Receiving_Zone,8.84,45.76
2025-10-01 10:00:00,Packaging_Section,18.78,42.62
2025-10-01 10:00:00,Maintenance_Room,19.54,77.23
2025-10-01 10:15:00,Frozen_Storage_A,-19.34,77.03
2025-10-01 10:15:00,Frozen_Storage_B,-19.12,77.34
2025-10-01 10:15:00,Chilled_Storage_A,3.69,47.54
2025-10-01 10:15:00,Chilled_Storage_B,0.06,76.65
2025-10-01 10:15:00,Dispatch_Bay,9.73,76.32
2025-10-01 10:15:00,Receiving_Zone,6.12,65.05
2025-10-01 10:15:00,Packaging_Section,18.78,79.51
2025-10-01 10:15:00,Maintenance_Room,18.5,63.33
2025-10-01 10:30:00,Frozen_Storage_A,-21.09,58.98
2025-10-01 10:30:00,Frozen_Storage_B,-19.3,51.66
2025-10-01 10:30:00,Chilled_Storage_A,-0.39,71.33
2025-10-01 10:30:00,Chilled_Storage_B,4.38,46.53
2025-10-01 10:30:00,Dispatch_Bay,10.82,45.91
2025-10-01 10:30:00,Receiving_Zone,6.61,76.94
2025-10-01 10:30:00,Packaging_Section,21.59,62.11
2025-10-01 10:30:00,Maintenance_Room,20.73,55.14
2025-10-01 10:45:00,Frozen_Storage_A,-22.89,61.24
2025-10-01 10:45:00,Frozen_Storage_B,-20.1,64.18
2025-10-01 10:45:00,Chilled_Storage_A,4.09,58.97
2025-10-01 10:45:00,Chilled_Storage_B,-0.5,79.65
2025-10-01 10:45:00,Dispatch_Bay,7.38,76.81
2025-10-01 10:45:00,Receiving_Zone,8.08,77.12
2025-10-01 10:45:00,Packaging_Section,21.11,61.28
2025-10-01 10:45:00,Maintenance_Room,21.84,45.3
2025-10-01 11:00:00,Frozen_Storage_A,-21.85,66.47
2025-10-01 11:00:00,Frozen_Storage_B,-20.4,69.08
2025-10-01 11:00:00,Chilled_Storage_A,0.54,52.92
2025-10-01 11:00:00,Chilled_Storage_B,1.0,54.8
2025-10-01 11:00:00,Dispatch_Bay,8.38,65.78
2025-10-01 11:00:00,Receiving_Zone,7.22,58.87
2025-10-01 11:00:00,Packaging_Section,20.68,61.65
2025-10-01 11:00:00,Maintenance_Room,20.15,50.66
2025-10-01 11:15:00,Frozen_Storage_A,-21.68,67.52
2025-10-01 11:15:00,Frozen_Storage_B,-21.18,68.72
2025-10-01 11:15:00,Chilled_Storage_A,2.67,62.97
2025-10-01 11:15:00,Chilled_Storage_B,2.94,60.94
2025-10-01 11:15:00,Dispatch_Bay,6.24,49.92
2025-10-01 11:15:00,Receiving_Zone,4.78,49.55
2025-10-01 11:15:00,Packaging_Section,20.97,67.79
2025-10-01 11:15:00,Maintenance_Room,18.42,42.92
2025-10-01 11:30:00,Frozen_Storage_A,-23.22,64.29
2025-10-01 11:30:00,Frozen_Storage_B,-19.95,50.41
2025-10-01 11:30:00,Chilled_Storage_A,5.3,48.82
2025-10-01 11:30:00,Chilled_Storage_B,1.67,40.47
2025-10-01 11:30:00,Dispatch_Bay,6.01,64.46
2025-10-01 11:30:00,Receiving_Zone,8.04,53.19
2025-10-01 11:30:00,Packaging_Section,23.52,63.92
2025-10-01 11:30:00,Maintenance_Room,20.95,62.94
2025-10-01 11:45:00,Frozen_Storage_A,-20.68,59.15
2025-10-01 11:45:00,Frozen_Storage_B,-20.71,68.31
2025-10-01 11:45:00,Chilled_Storage_A,2.81,66.94
2025-10-01 11:45:00,Chilled_Storage_B,4.85,57.18
2025-10-01 11:45:00,Dispatch_Bay,8.04,40.68
2025-10-01 11:45:00,Receiving_Zone,7.05,77.8
2025-10-01 11:45:00,Packaging_Section,19.45,48.1
2025-10-01 11:45:00,Maintenance_Room,22.32,67.79
2025-10-01 12:00:00,Frozen_Storage_A,-20.31,73.02
2025-10-01 12:00:00,Frozen_Storage_B,-24.21,69.24
2025-10-01 12:00:00,Chilled_Storage_A,1.58,56.64
2025-10-01 12:00:00,Chilled_Storage_B,3.84,48.94
2025-10-01 12:00:00,Dispatch_Bay,6.04,72.64
2025-10-01 12:00:00,Receiving_Zone,6.62,49.11
2025-10-01 12:00:00,Packaging_Section,23.16,55.21
2025-10-01 12:00:00,Maintenance_Room,18.34,64.17
2025-10-01 12:15:00,Frozen_Storage_A,-20.61,75.33
2025-10-01 12:15:00,Frozen_Storage_B,-21.96,59.82
2025-10-01 12:15:00,Chilled_Storage_A,4.87,69.51
2025-10-01 12:15:00,Chilled_Storage_B,1.75,44.85
2025-10-01 12:15:00,Dispatch_Bay,6.33,52.98
2025-10-01 12:15:00,Receiving_Zone,6.44,54.94
2025-10-01 12:15:00,Packaging_Section,21.82,64.87
2025-10-01 12:15:00,Maintenance_Room,22.16,61.77
2025-10-01 12:30:00,Frozen_Storage_A,-21.2,51.69
2025-10-01 12:30:00,Frozen_Storage_B,-18.41,42.08
2025-10-01 12:30:00,Chilled_Storage_A,3.91,77.85
2025-10-01 12:30:00,Chilled_Storage_B,1.07,50.47
2025-10-01 12:30:00,Dispatch_Bay,5.7,64.84
2025-10-01 12:30:00,Receiving_Zone,5.07,40.24
2025-10-01 12:30:00,Packaging_Section,17.71,66.35
2025-10-01 12:30:00,Maintenance_Room,20.66,43.02
2025-10-01 12:45:00,Frozen_Storage_A,-20.82,63.75
2025-10-01 12:45:00,Frozen_Storage_B,-23.14,43.88
2025-10-01 12:45:00,Chilled_Storage_A,1.49,74.7
2025-10-01 12:45:00,Chilled_Storage_B,2.31,56.74
2025-10-01 12:45:00,Dispatch_Bay,8.76,43.65
2025-10-01 12:45:00,Receiving_Zone,8.82,68.35
2025-10-01 12:45:00,Packaging_Section,18.93,47.07
2025-10-01 12:45:00,Maintenance_Room,20.35,44.43
2025-10-01 13:00:00,Frozen_Storage_A,-20.29,62.84
2025-10-01 13:00:00,Frozen_Storage_B,-22.19,56.52
2025-10-01 13:00:00,Chilled_Storage_A,2.88,71.63
2025-10-01 13:00:00,Chilled_Storage_B,0.63,79.85
2025-10-01 13:00:00,Dispatch_Bay,8.68,71.36
2025-10-01 13:00:00,Receiving_Zone,5.33,40.47
2025-10-01 13:00:00,Packaging_Section,21.71,65.0
2025-10-01 13:00:00,Maintenance_Room,18.36,52.8
2025-10-01 13:15:00,Frozen_Storage_A,-23.26,46.05
2025-10-01 13:15:00,Frozen_Storage_B,-19.67,62.0
2025-10-01 13:15:00,Chilled_Storage_A,0.33,74.65
2025-10-01 13:15:00,Chilled_Storage_B,4.61,47.81
2025-10-01 13:15:00,Dispatch_Bay,6.65,54.55
2025-10-01 13:15:00,Receiving_Zone,6.74,46.02
2025-10-01 13:15:00,Packaging_Section,19.11,70.88
2025-10-01 13:15:00,Maintenance_Room,23.41,63.68
2025-10-01 13:30:00,Frozen_Storage_A,-22.26,51.2
2025-10-01 13:30:00,Frozen_Storage_B,-21.17,76.69
2025-10-01 13:30:00,Chilled_Storage_A,1.9,73.33
2025-10-01 13:30:00,Chilled_Storage_B,3.61,40.86
2025-10-01 13:30:00,Dispatch_Bay,5.66,59.5
2025-10-01 13:30:00,Receiving_Zone,6.18,49.87
2025-10-01 13:30:00,Packaging_Section,22.01,46.53
2025-10-01 13:30:00,Maintenance_Room,22.11,57.52
2025-10-01 13:45:00,Frozen_Storage_A,-21.73,70.26
2025-10-01 13:45:00,Frozen_Storage_B,-21.14,63.41
2025-10-01 13:45:00,Chilled_Storage_A,3.6,50.9
2025-10-01 13:45:00,Chilled_Storage_B,4.1,47.14
2025-10-01 13:45:00,Dispatch_Bay,7.95,62.03
2025-10-01 13:45:00,Receiving_Zone,8.37,60.89
